"Season","Name","LastName","FirstName","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftNumber","HHOF","GP","G","A","P"
20162017,"Spencer Abbott","Abbott","Spencer","CHI","L","R","1988-04-30","Hamilton","CAN","ON","CAN",69,170,NA,NA,NA,0,1,0,0,0
20162017,"Justin Abdelkader","Abdelkader","Justin","DET","L","L","1987-02-25","Muskegon","USA","MI","USA",74,218,2005,2,42,0,64,7,14,21
20162017,"Pontus Aberg","Aberg","Pontus","NSH","L","R","1993-09-23","Stockholm","SWE",NA,"SWE",71,196,2012,2,37,0,15,1,1,2
20162017,"Noel Acciari","Acciari","Noel","BOS","C","R","1991-12-01","Johnston","USA","RI","USA",70,208,NA,NA,NA,0,29,2,3,5
20162017,"Kenny Agostino","Agostino","Kenny","STL","L","L","1992-04-30","Morristown","USA","NJ","USA",72,202,2010,5,140,0,7,1,2,3
20162017,"Sebastian Aho","Aho","Sebastian","CAR","R","L","1997-07-26","Rauma","FIN",NA,"FIN",71,172,2015,2,35,0,82,24,25,49
20162017,"Karl Alzner","Alzner","Karl","WSH","D","L","1988-09-24","Burnaby","CAN","BC","CAN",75,219,2007,1,5,0,82,3,10,13
20162017,"Josh Anderson","Anderson","Josh","CBJ","R","R","1994-05-07","Burlington","CAN","ON","CAN",75,221,2012,4,95,0,78,17,12,29
20162017,"Rasmus Andersson","Andersson","Rasmus","CGY","D","R","1996-10-27","Malm√","SWE",NA,"SWE",73,214,2015,2,53,0,1,0,0,0
20162017,"Andy Andreoff","Andreoff","Andy","LAK","L","L","1991-05-17","Pickering","CAN","ON","CAN",73,210,2011,3,80,0,36,0,2,2
20162017,"Sven Andrighetto","Andrighetto","Sven","MTL, COL","R","L","1993-03-21","Zurich","CHE",NA,"CHE",70,188,2013,3,86,0,46,7,17,24
20162017,"Artem Anisimov","Anisimov","Artem","CHI","C","L","1988-05-24","Yaroslavl","RUS",NA,"RUS",76,198,2006,2,54,0,64,22,23,45
20162017,"Josh Archibald","Archibald","Josh","PIT","R","R","1992-10-06","Regina","CAN","SK","CAN",70,176,2011,6,174,0,10,3,0,3
20162017,"Joel Armia","Armia","Joel","WPG","R","R","1993-05-31","Pori","FIN",NA,"FIN",75,205,2011,1,16,0,57,10,9,19
20162017,"Viktor Arvidsson","Arvidsson","Viktor","NSH","L","R","1993-04-08","Skellefte√","SWE",NA,"SWE",69,180,2014,4,112,0,80,31,30,61
20162017,"Andreas Athanasiou","Athanasiou","Andreas","DET","C","L","1994-08-06","London","CAN","ON","CAN",74,188,2012,4,110,0,64,18,11,29
20162017,"Cam Atkinson","Atkinson","Cam","CBJ","R","R","1989-06-05","Riverside","USA","CT","USA",68,182,2008,6,157,0,82,35,27,62
20162017,"Brady Austin","Austin","Brady","BUF","D","L","1993-06-16","Bobcaygeon","CAN","ON","CAN",76,230,2012,7,193,0,5,0,0,0
20162017,"Yohann Auvitu","Auvitu","Yohann","NJD","D","L","1989-07-27","IvrysurSeine","FRA",NA,"FRA",71,191,NA,NA,NA,0,25,2,2,4
20162017,"David Backes","Backes","David","BOS","R","R","1984-05-01","Minneapolis","USA","MN","USA",75,221,2003,2,62,0,74,17,21,38
20162017,"Mikael Backlund","Backlund","Mikael","CGY","C","L","1989-03-17","Vasteras","SWE",NA,"SWE",73,199,2007,1,24,0,81,22,31,53
20162017,"Nicklas Backstrom","Backstrom","Nicklas","WSH","C","L","1987-11-23","G√vle","SWE",NA,"SWE",73,213,2006,1,4,0,82,23,63,86
20162017,"Sven Baertschi","Baertschi","Sven","VAN","L","L","1992-10-05","Bern","CHE",NA,"CHE",71,192,2011,1,13,0,68,18,17,35
20162017,"Casey Bailey","Bailey","Casey","OTT","R","R","1991-10-27","Anchorage","USA","AK","USA",75,195,NA,NA,NA,0,7,0,0,0
20162017,"Josh Bailey","Bailey","Josh","NYI","R","L","1989-10-02","Bowmanville","CAN","ON","CAN",73,210,2008,1,9,0,82,13,43,56
20162017,"Justin Bailey","Bailey","Justin","BUF","R","R","1995-07-01","Buffalo","USA","NY","USA",75,214,2013,2,52,0,32,2,2,4
20162017,"Nicholas Baptiste","Baptiste","Nicholas","BUF","R","R","1995-08-04","Ottawa","CAN","ON","CAN",73,206,2013,3,69,0,14,3,1,4
