"Season","Name","LastName","FirstName","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftNumber","HHOF","W","L","Ties","OTL"
20132014,"Sami Aittokallio","Aittokallio","Sami","COL","G","L","1992-08-06","Tampere","FIN",NA,"FIN",73,185,2010,4,107,0,0,1,0,0
20132014,"Frederik Andersen","Andersen","Frederik","ANA","G","L","1989-10-02","Herning","DNK",NA,"DNK",76,230,2012,3,87,0,20,5,0,0
20132014,"Craig Anderson","Anderson","Craig","OTT","G","L","1981-05-21","ParkRidge","USA","IL","USA",74,187,2001,3,73,0,25,16,0,8
20132014,"Richard Bachman","Bachman","Richard","EDM","G","L","1987-07-25","SaltLakeCity","USA","UT","USA",70,183,2006,4,120,0,0,2,0,1
20132014,"Niklas Backstrom","Backstrom","Niklas","MIN","G","L","1978-02-13","Helsinki","FIN",NA,"FIN",74,192,NA,NA,NA,0,5,11,0,2
20132014,"Jonathan Bernier","Bernier","Jonathan","TOR","G","L","1988-08-07","Laval","CAN","QC","CAN",72,184,2006,1,11,0,26,19,0,7
20132014,"Reto Berra","Berra","Reto","CGY, COL","G","L","1987-01-03","Bulach","CHE",NA,"CHE",76,210,2006,4,106,0,9,18,0,3
20132014,"Martin Biron","Biron","Martin","NYR","G","L","1977-08-15","LacStCharles","CAN","QC","CAN",74,186,1995,1,16,0,0,1,0,0
20132014,"Ben Bishop","Bishop","Ben","TBL","G","L","1986-11-21","Denver","USA","CO","USA",79,216,2005,3,85,0,37,14,0,7
20132014,"Sergei Bobrovsky","Bobrovsky","Sergei","CBJ","G","L","1988-09-20","Novokuznetsk","RUS",NA,"RUS",74,182,NA,NA,NA,0,32,20,0,5
20132014,"Martin Brodeur","Brodeur","Martin","NJD","G","L","1972-05-06","Montreal","CAN","QC","CAN",74,220,1990,1,20,0,19,14,0,6
20132014,"Ilya Bryzgalov","Bryzgalov","Ilya","EDM, MIN","G","L","1980-06-22","Togliatti","RUS",NA,"RUS",75,213,2000,2,44,0,12,9,0,8
20132014,"Peter Budaj","Budaj","Peter","MTL","G","L","1982-09-18","Bansk√Bystrica","SVK",NA,"SVK",73,196,2001,2,63,0,10,8,0,3
20132014,"Jack Campbell","Campbell","Jack","DAL","G","L","1992-01-09","PortHuron","USA","MI","USA",74,197,2010,1,11,0,0,1,0,0
20132014,"Scott Clemmensen","Clemmensen","Scott","FLA","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,0,6,7,0,1
20132014,"Corey Crawford","Crawford","Corey","CHI","G","L","1984-12-31","Montreal","CAN","QC","CAN",74,216,2003,2,52,0,32,16,0,10
20132014,"John Curry","Curry","John","MIN","G","L","1984-02-27","Shorewood","USA","MN","USA",71,185,NA,NA,NA,0,1,0,0,0
20132014,"Cedrick Desjardins","Desjardins","Cedrick","TBL","G","R","1985-09-30","Edmundston","CAN","NB","CAN",72,192,NA,NA,NA,0,0,1,0,0
20132014,"Devan Dubnyk","Dubnyk","Devan","EDM, NSH","G","L","1986-05-04","Regina","CAN","SK","CAN",78,213,2004,1,14,0,11,18,0,3
20132014,"Brian Elliott","Elliott","Brian","STL","G","L","1985-04-09","Newmarket","CAN","ON","CAN",74,209,2003,9,291,0,18,6,0,2
20132014,"Dan Ellis","Ellis","Dan","DAL, FLA","G","L","1980-06-19","Saskatoon","CAN","SK","CAN",73,195,2000,2,60,0,5,11,0,0
20132014,"Ray Emery","Emery","Ray","PHI","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,0,9,12,0,2
20132014,"Jhonas Enroth","Enroth","Jhonas","BUF","G","L","1988-06-25","Stockholm","SWE",NA,"SWE",70,175,2006,2,46,0,4,17,0,5
20132014,"Joacim Eriksson","Eriksson","Joacim","VAN","G","R","1990-04-09","G√vle","SWE",NA,"SWE",73,189,2008,7,196,0,0,0,0,0
20132014,"Viktor Fasth","Fasth","Viktor","ANA, EDM","G","L","1982-08-08","Kalix","SWE",NA,"SWE",72,181,NA,NA,NA,0,5,5,0,2
20132014,"Marc-Andre Fleury","Fleury","Marc-Andre","PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,0,39,18,0,5
20132014,"John Gibson","Gibson","John","ANA","G","L","1993-07-14","Pittsburgh","USA","PA","USA",75,226,2011,2,39,0,3,0,0,0
20132014,"Jean-Sebastien Giguere","Giguere","Jean-Sebastien","COL","G","L","1977-05-16","Montreal","CAN","QC","CAN",73,202,1995,1,13,0,11,6,0,1
20132014,"Thomas Greiss","Greiss","Thomas","PHX","G","L","1986-01-29","Fussen","DEU",NA,"DEU",73,228,2004,3,94,0,10,8,0,5
20132014,"Philipp Grubauer","Grubauer","Philipp","WSH","G","L","1991-11-25","Rosenheim","DEU",NA,"DEU",73,182,2010,4,112,0,6,5,0,5
20132014,"Kristers Gudlevskis","Gudlevskis","Kristers","TBL","G","L","1992-07-31","Aizkraukle","LVA",NA,"LVA",75,223,2013,5,124,0,1,0,0,0
20132014,"Jonas Gustavsson","Gustavsson","Jonas","DET","G","L","1984-10-24","Danderyd","SWE",NA,"SWE",76,201,NA,NA,NA,0,16,5,0,4
20132014,"Matt Hackett","Hackett","Matt","BUF","G","L","1990-03-07","London","CAN","ON","CAN",74,179,2009,3,77,0,1,6,0,1
20132014,"Jaroslav Halak","Halak","Jaroslav","STL, WSH","G","L","1985-05-13","Bratislava","SVK",NA,"SVK",71,181,2003,9,271,0,29,13,0,7
20132014,"Andrew Hammond","Hammond","Andrew","OTT","G","L","1988-02-11","Surrey","CAN","BC","CAN",74,215,NA,NA,NA,0,0,0,0,0
20132014,"Josh Harding","Harding","Josh","MIN","G","R","1984-06-18","Regina","CAN","SK","CAN",74,194,2002,2,38,0,18,7,0,3
20132014,"Calvin Heeter","Heeter","Calvin","PHI","G","L","1988-11-02","StLouis","USA","MO","USA",76,195,NA,NA,NA,0,0,0,0,1
20132014,"Magnus Hellberg","Hellberg","Magnus","NSH","G","L","1991-04-04","Uppsala","SWE",NA,"SWE",78,209,2011,2,38,0,0,0,0,0
20132014,"Jonas Hiller","Hiller","Jonas","ANA","G","R","1982-02-12","FelbenWellhausen","CHE",NA,"CHE",74,191,NA,NA,NA,0,29,13,0,7
20132014,"Braden Holtby","Holtby","Braden","WSH","G","L","1989-09-16","Lloydminster","CAN","SK","CAN",74,217,2008,4,93,0,23,15,0,4
20132014,"Jimmy Howard","Howard","Jimmy","DET","G","L","1984-03-26","Syracuse","USA","NY","USA",73,218,2003,2,64,0,21,19,0,11
20132014,"Michael Hutchinson","Hutchinson","Michael","WPG","G","R","1990-03-02","Barrie","CAN","ON","CAN",75,202,2008,3,77,0,2,1,0,0
20132014,"Carter Hutton","Hutton","Carter","NSH","G","L","1985-12-19","ThunderBay","CAN","ON","CAN",73,195,NA,NA,NA,0,20,11,0,4
20132014,"Chad Johnson","Johnson","Chad","BOS","G","L","1986-06-10","Saskatoon","CAN","SK","CAN",75,196,2006,5,125,0,17,4,0,3
20132014,"Martin Jones","Jones","Martin","LAK","G","L","1990-01-10","NorthVancouver","CAN","BC","CAN",76,190,NA,NA,NA,0,12,6,0,0
20132014,"Nikolai Khabibulin","Khabibulin","Nikolai","CHI","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,0,1,0,0,1
20132014,"Anton Khudobin","Khudobin","Anton","CAR","G","L","1986-05-07","UstKamenogorsk","KAZ",NA,"RUS",71,195,2004,7,206,0,19,14,0,1
20132014,"Connor Knapp","Knapp","Connor","BUF","G","L","1990-05-01","York","USA","NY","USA",78,206,2009,6,164,0,0,0,0,1
20132014,"Darcy Kuemper","Kuemper","Darcy","MIN","G","L","1990-05-05","Saskatoon","CAN","SK","CAN",77,215,2009,6,161,0,12,8,0,4
20132014,"Jason LaBarbera","LaBarbera","Jason","EDM","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,0,1,3,0,0
20132014,"Eddie Lack","Lack","Eddie","VAN","G","L","1988-01-05","Norrt√lje","SWE",NA,"SWE",76,187,NA,NA,NA,0,16,17,0,5
20132014,"Nathan Lawson","Lawson","Nathan","OTT","G","L","1983-09-29","Calgary","CAN","AB","CAN",74,198,NA,NA,NA,0,0,0,0,0
20132014,"Robin Lehner","Lehner","Robin","OTT","G","L","1991-07-24","Gothenburg","SWE",NA,"SWE",76,239,2009,2,46,0,12,15,0,6
20132014,"Kari Lehtonen","Lehtonen","Kari","DAL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,0,33,20,0,10
20132014,"Nathan Lieuwen","Lieuwen","Nathan","BUF","G","L","1991-08-08","Abbotsford","CAN","BC","CAN",77,189,2011,6,167,0,1,4,0,0
20132014,"Anders Lindback","Lindback","Anders","TBL","G","L","1988-05-03","G√vle","SWE",NA,"SWE",78,215,2008,7,207,0,8,12,0,2
20132014,"Henrik Lundqvist","Lundqvist","Henrik","NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,0,33,24,0,5
20132014,"Roberto Luongo","Luongo","Roberto","VAN, FLA","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,0,25,23,0,7
20132014,"Joey MacDonald","MacDonald","Joey","CGY","G","L","1980-02-07","Pictou","CAN","NS","CAN",72,197,NA,NA,NA,0,5,4,0,1
20132014,"Drew MacIntyre","MacIntyre","Drew","TOR","G","L","1983-06-24","Charlottetown","CAN","PE","CAN",73,190,2001,4,121,0,0,1,0,0
20132014,"Jacob Markstrom","Markstrom","Jacob","FLA, VAN","G","L","1990-01-31","G√vle","SWE",NA,"SWE",78,196,2008,2,31,0,2,8,0,3
20132014,"Steve Mason","Mason","Steve","PHI","G","R","1988-05-29","Oakville","CAN","ON","CAN",76,210,2006,3,69,0,33,18,0,7
20132014,"Marek Mazanec","Mazanec","Marek","NSH","G","R","1991-07-18","Pisek","CZE",NA,"CZE",76,187,2012,6,179,0,8,10,0,4
20132014,"Curtis McElhinney","McElhinney","Curtis","CBJ","G","L","1983-05-23","London","CAN","ON","CAN",75,200,2002,6,176,0,10,11,0,1
20132014,"Mike McKenna","McKenna","Mike","CBJ","G","R","1983-04-11","StLouis","USA","MO","USA",74,190,2002,6,172,0,1,1,0,1
20132014,"Ryan Miller","Miller","Ryan","BUF, STL","G","L","1980-07-17","EastLansing","USA","MI","USA",74,168,1999,5,138,0,25,30,0,4
20132014,"Al Montoya","Montoya","Al","WPG","G","L","1985-02-13","Chicago","USA","IL","USA",74,209,2004,1,6,0,13,8,0,3
20132014,"Petr Mrazek","Mrazek","Petr","DET","G","L","1992-02-14","Ostrava","CZE",NA,"CZE",74,183,2010,5,141,0,2,4,0,0
20132014,"Evgeni Nabokov","Nabokov","Evgeni","NYI","G","L","1975-07-25","Kamenogorsk","KAZ",NA,"RUS",72,202,1994,9,219,0,15,14,0,8
20132014,"Michal Neuvirth","Neuvirth","Michal","WSH, BUF","G","L","1988-03-23","√öst√nadLabem","CZE",NA,"CZE",73,209,2006,2,34,0,4,8,0,2
20132014,"Antti Niemi","Niemi","Antti","SJS","G","L","1983-08-29","Vantaa","FIN",NA,"FIN",74,215,NA,NA,NA,0,39,17,0,7
20132014,"Anders Nilsson","Nilsson","Anders","NYI","G","L","1990-03-19","Lulea","SWE",NA,"SWE",78,229,2009,3,62,0,8,7,0,2
20132014,"Cristopher Nilstorp","Nilstorp","Cristopher","DAL","G","R","1984-02-16","Malm√","SWE",NA,"SWE",75,190,NA,NA,NA,0,0,0,0,0
20132014,"Joni Ortio","Ortio","Joni","CGY","G","L","1991-04-16","Turku","FIN",NA,"FIN",73,190,2009,6,171,0,4,4,0,0
20132014,"Ondrej Pavelec","Pavelec","Ondrej","WPG","G","L","1987-08-31","Kladno","CZE",NA,"CZE",75,215,2005,2,41,0,22,26,0,7
20132014,"Justin Peters","Peters","Justin","CAR","G","L","1986-08-30","Blyth","CAN","ON","CAN",73,210,2004,2,38,0,7,9,0,4
20132014,"Kevin Poulin","Poulin","Kevin","NYI","G","L","1990-04-12","Montreal","CAN","QC","CAN",74,206,2008,5,126,0,11,16,0,1
20132014,"Carey Price","Price","Carey","MTL","G","L","1987-08-16","AnahimLake","CAN","BC","CAN",75,226,2005,1,5,0,34,20,0,5
20132014,"Jonathan Quick","Quick","Jonathan","LAK","G","L","1986-01-21","Milford","USA","CT","USA",73,218,2005,3,72,0,27,17,0,4
20132014,"Antti Raanta","Raanta","Antti","CHI","G","L","1989-05-12","Rauma","FIN",NA,"FIN",72,195,NA,NA,NA,0,13,5,0,4
20132014,"Karri Ramo","Ramo","Karri","CGY","G","L","1986-07-01","Asikkala","FIN",NA,"FIN",74,206,2004,6,191,0,17,15,0,4
20132014,"Tuukka Rask","Rask","Tuukka","BOS","G","L","1987-03-10","Savonlinna","FIN",NA,"FIN",75,176,2005,1,21,0,36,15,0,6
20132014,"James Reimer","Reimer","James","TOR","G","L","1988-03-15","Morweena","CAN","MB","CAN",74,217,2006,4,99,0,12,16,0,1
20132014,"Pekka Rinne","Rinne","Pekka","NSH","G","L","1982-11-03","Kempele","FIN",NA,"FIN",77,217,2004,8,258,0,10,10,0,3
20132014,"Cory Schneider","Schneider","Cory","NJD","G","L","1986-03-18","Marblehead","USA","MA","USA",75,205,2004,1,26,0,16,15,0,12
20132014,"Ben Scrivens","Scrivens","Ben","LAK, EDM","G","L","1986-09-11","SpruceGrove","CAN","AB","CAN",74,181,NA,NA,NA,0,16,16,0,4
20132014,"Kent Simpson","Simpson","Kent","CHI","G","L","1992-03-26","Edmonton","CAN","AB","CAN",74,209,2010,2,58,0,0,0,0,0
20132014,"Mike Smith","Smith","Mike","PHX","G","L","1982-03-22","Kingston","CAN","ON","CAN",76,215,2001,5,161,0,27,21,0,10
20132014,"Alex Stalock","Stalock","Alex","SJS","G","L","1987-07-28","StPaul","USA","MN","USA",72,187,2005,4,112,0,12,5,0,2
20132014,"Niklas Svedberg","Svedberg","Niklas","BOS","G","L","1989-09-04","Sollentuna","SWE",NA,"SWE",72,176,NA,NA,NA,0,1,0,0,0
20132014,"Cam Talbot","Talbot","Cam","NYR","G","L","1987-07-05","Caledonia","CAN","ON","CAN",75,199,NA,NA,NA,0,12,6,0,1
20132014,"Tim Thomas","Thomas","Tim","FLA, DAL","G","L","1974-04-15","Flint","USA","MI","USA",71,201,1994,9,217,0,18,24,0,4
20132014,"Dustin Tokarski","Tokarski","Dustin","MTL","G","L","1989-09-16","Watson","CAN","SK","CAN",72,205,2008,5,122,0,2,0,0,0
20132014,"Semyon Varlamov","Varlamov","Semyon","COL","G","L","1988-04-27","Samara","RUS",NA,"RUS",74,209,2006,1,23,0,41,14,0,6
20132014,"Mark Visentin","Visentin","Mark","PHX","G","L","1992-08-07","Hamilton","CAN","ON","CAN",74,201,2010,1,27,0,0,1,0,0
20132014,"Cam Ward","Ward","Cam","CAR","G","L","1984-02-29","Saskatoon","CAN","SK","CAN",73,185,2002,1,25,0,10,12,0,6
20132014,"Jeff Zatkoff","Zatkoff","Jeff","PIT","G","L","1987-06-09","Detroit","USA","MI","USA",74,186,2006,3,74,0,12,6,0,2
