"Season","Name","LastName","FirstName","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftNumber","HHOF","W","L","Ties","OTL"
20122013,"Sami Aittokallio","Aittokallio","Sami","COL","G","L","1992-08-06","Tampere","FIN",NA,"FIN",73,185,2010,4,107,0,0,0,0,0
20122013,"Jake Allen","Allen","Jake","STL","G","L","1990-08-07","Fredericton","CAN","NB","CAN",74,203,2008,2,34,0,9,4,0,0
20122013,"Craig Anderson","Anderson","Craig","OTT","G","L","1981-05-21","ParkRidge","USA","IL","USA",74,187,2001,3,73,0,12,9,0,2
20122013,"Richard Bachman","Bachman","Richard","DAL","G","L","1987-07-25","SaltLakeCity","USA","UT","USA",70,183,2006,4,120,0,6,5,0,0
20122013,"Niklas Backstrom","Backstrom","Niklas","MIN","G","L","1978-02-13","Helsinki","FIN",NA,"FIN",74,192,NA,NA,NA,0,24,15,0,3
20122013,"Jonathan Bernier","Bernier","Jonathan","LAK","G","L","1988-08-07","Laval","CAN","QC","CAN",72,184,2006,1,11,0,9,3,0,1
20122013,"Martin Biron","Biron","Martin","NYR","G","L","1977-08-15","LacStCharles","CAN","QC","CAN",74,186,1995,1,16,0,2,2,0,1
20122013,"Ben Bishop","Bishop","Ben","OTT, TBL","G","L","1986-11-21","Denver","USA","CO","USA",79,216,2005,3,85,0,11,9,0,1
20122013,"Sergei Bobrovsky","Bobrovsky","Sergei","CBJ","G","L","1988-09-20","Novokuznetsk","RUS",NA,"RUS",74,182,NA,NA,NA,0,21,11,0,6
20122013,"Brian Boucher","Boucher","Brian","PHI","G","L","1977-01-02","Woonsocket","USA","RI","USA",74,200,1995,1,22,0,0,2,0,0
20122013,"Martin Brodeur","Brodeur","Martin","NJD","G","L","1972-05-06","Montreal","CAN","QC","CAN",74,220,1990,1,20,0,13,9,0,7
20122013,"Ilya Bryzgalov","Bryzgalov","Ilya","PHI","G","L","1980-06-22","Togliatti","RUS",NA,"RUS",75,213,2000,2,44,0,19,17,0,3
20122013,"Peter Budaj","Budaj","Peter","MTL","G","L","1982-09-18","Bansk√Bystrica","SVK",NA,"SVK",73,196,2001,2,63,0,8,1,0,1
20122013,"Scott Clemmensen","Clemmensen","Scott","FLA","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,0,3,7,0,2
20122013,"Corey Crawford","Crawford","Corey","CHI","G","L","1984-12-31","Montreal","CAN","QC","CAN",74,216,2003,2,52,0,19,5,0,5
20122013,"Yann Danis","Danis","Yann","EDM","G","L","1981-06-21","Lafontaine","CAN","QC","CAN",71,180,NA,NA,NA,0,1,0,0,0
20122013,"Cedrick Desjardins","Desjardins","Cedrick","TBL","G","R","1985-09-30","Edmundston","CAN","NB","CAN",72,192,NA,NA,NA,0,0,3,0,0
20122013,"Rick DiPietro","DiPietro","Rick","NYI","G","R","1981-09-19","Winthrop","USA","MA","USA",72,185,2000,1,1,0,0,3,0,0
20122013,"Devan Dubnyk","Dubnyk","Devan","EDM","G","L","1986-05-04","Regina","CAN","SK","CAN",78,213,2004,1,14,0,14,16,0,6
20122013,"Brian Elliott","Elliott","Brian","STL","G","L","1985-04-09","Newmarket","CAN","ON","CAN",74,209,2003,9,291,0,14,8,0,1
20122013,"Dan Ellis","Ellis","Dan","CAR","G","L","1980-06-19","Saskatoon","CAN","SK","CAN",73,195,2000,2,60,0,6,8,0,2
