"Season","Name","LastName","FirstName","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftNumber","HHOF","W","L","Ties","OTL"
20092010,"Craig Anderson","Anderson","Craig","COL","G","L","1981-05-21","ParkRidge","USA","IL","USA",74,187,2001,3,73,0,38,25,0,7
20092010,"Alex Auld","Auld","Alex","DAL, NYR","G","L","1981-01-07","ColdLake","CAN","AB","CAN",76,215,1999,2,40,0,9,7,0,3
20092010,"Johan Backlund","Backlund","Johan","PHI","G","L","1981-07-24","Skellefte√","SWE",NA,"SWE",74,198,NA,NA,NA,0,0,1,0,0
20092010,"Niklas Backstrom","Backstrom","Niklas","MIN","G","L","1978-02-13","Helsinki","FIN",NA,"FIN",74,192,NA,NA,NA,0,26,23,0,8
20092010,"Jonathan Bernier","Bernier","Jonathan","LAK","G","L","1988-08-07","Laval","CAN","QC","CAN",72,184,2006,1,11,0,3,0,0,0
20092010,"Martin Biron","Biron","Martin","NYI","G","L","1977-08-15","LacStCharles","CAN","QC","CAN",74,186,1995,1,16,0,9,14,0,4
20092010,"Brian Boucher","Boucher","Brian","PHI","G","L","1977-01-02","Woonsocket","USA","RI","USA",74,200,1995,1,22,0,9,18,0,3
20092010,"Martin Brodeur","Brodeur","Martin","NJD","G","L","1972-05-06","Montreal","CAN","QC","CAN",74,220,1990,1,20,0,45,25,0,6
20092010,"Mike Brodeur","Brodeur","Mike","OTT","G","L","1983-03-30","Calgary","CAN","AB","CAN",74,185,2003,7,211,0,3,0,0,0
20092010,"Ilya Bryzgalov","Bryzgalov","Ilya","PHX","G","L","1980-06-22","Togliatti","RUS",NA,"RUS",75,213,2000,2,44,0,42,20,0,6
20092010,"Peter Budaj","Budaj","Peter","COL","G","L","1982-09-18","Bansk√Bystrica","SVK",NA,"SVK",73,196,2001,2,63,0,5,5,0,2
20092010,"Scott Clemmensen","Clemmensen","Scott","FLA","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,0,9,8,0,2
20092010,"Matt Climie","Climie","Matt","DAL","G","L","1983-02-11","Leduc","CAN","AB","CAN",75,194,NA,NA,NA,0,0,1,0,0
20092010,"Ty Conklin","Conklin","Ty","STL","G","L","1976-03-30","Anchorage","USA","AK","USA",73,185,NA,NA,NA,0,10,10,0,2
