"Season","Name","LastName","FirstName","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftNumber","HHOF","W","L","Ties","OTL"
20142015,"Jake Allen","Allen","Jake","STL","G","L","1990-08-07","Fredericton","CAN","NB","CAN",74,203,2008,2,34,0,22,7,0,4
20142015,"Frederik Andersen","Andersen","Frederik","ANA","G","L","1989-10-02","Herning","DNK",NA,"DNK",76,230,2012,3,87,0,35,12,0,5
20142015,"Craig Anderson","Anderson","Craig","OTT","G","L","1981-05-21","ParkRidge","USA","IL","USA",74,187,2001,3,73,0,14,13,0,8
20142015,"Richard Bachman","Bachman","Richard","EDM","G","L","1987-07-25","SaltLakeCity","USA","UT","USA",70,183,2006,4,120,0,3,2,0,0
20142015,"Niklas Backstrom","Backstrom","Niklas","MIN","G","L","1978-02-13","Helsinki","FIN",NA,"FIN",74,192,NA,NA,NA,0,5,7,0,3
20142015,"Jonathan Bernier","Bernier","Jonathan","TOR","G","L","1988-08-07","Laval","CAN","QC","CAN",72,184,2006,1,11,0,21,28,0,7
20142015,"Reto Berra","Berra","Reto","COL","G","L","1987-01-03","Bulach","CHE",NA,"CHE",76,210,2006,4,106,0,5,4,0,1
20142015,"Ben Bishop","Bishop","Ben","TBL","G","L","1986-11-21","Denver","USA","CO","USA",79,216,2005,3,85,0,40,13,0,5
20142015,"Sergei Bobrovsky","Bobrovsky","Sergei","CBJ","G","L","1988-09-20","Novokuznetsk","RUS",NA,"RUS",74,182,NA,NA,NA,0,30,17,0,3
20142015,"Martin Brodeur","Brodeur","Martin","STL","G","L","1972-05-06","Montreal","CAN","QC","CAN",74,220,1990,1,20,0,3,3,0,0
20142015,"Laurent Brossoit","Brossoit","Laurent","EDM","G","L","1993-03-23","PortAlberni","CAN","BC","CAN",75,204,2011,6,164,0,0,1,0,0
20142015,"Ilya Bryzgalov","Bryzgalov","Ilya","ANA","G","L","1980-06-22","Togliatti","RUS",NA,"RUS",75,213,2000,2,44,0,1,4,0,1
20142015,"Tyler Bunz","Bunz","Tyler","EDM","G","L","1992-02-11","Regina","CAN","SK","CAN",73,205,2010,5,121,0,0,0,0,0
20142015,"Scott Clemmensen","Clemmensen","Scott","NJD","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,0,0,0,0,1
20142015,"Corey Crawford","Crawford","Corey","CHI","G","L","1984-12-31","Montreal","CAN","QC","CAN",74,216,2003,2,52,0,32,20,0,5
20142015,"John Curry","Curry","John","MIN","G","L","1984-02-27","Shorewood","USA","MN","USA",71,185,NA,NA,NA,0,0,0,0,1
20142015,"Scott Darling","Darling","Scott","CHI","G","L","1988-12-22","NewportNews","USA","VA","USA",78,232,2007,6,153,0,9,4,0,0
20142015,"Louis Domingue","Domingue","Louis","ARI","G","R","1992-03-06","StHyacinthe","CAN","QC","CAN",75,210,2010,5,138,0,1,2,0,1
20142015,"Chris Driedger","Driedger","Chris","OTT","G","L","1994-05-18","Winnipeg","CAN","MB","CAN",76,205,2012,3,76,0,0,0,0,0
20142015,"Devan Dubnyk","Dubnyk","Devan","ARI, MIN","G","L","1986-05-04","Regina","CAN","SK","CAN",78,213,2004,1,14,0,36,14,0,4
20142015,"Brian Elliott","Elliott","Brian","STL","G","L","1985-04-09","Newmarket","CAN","ON","CAN",74,209,2003,9,291,0,26,14,0,3
20142015,"Dan Ellis","Ellis","Dan","FLA","G","L","1980-06-19","Saskatoon","CAN","SK","CAN",73,195,2000,2,60,0,4,3,0,1
20142015,"Ray Emery","Emery","Ray","PHI","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,0,10,11,0,7
20142015,"Jhonas Enroth","Enroth","Jhonas","BUF, DAL","G","L","1988-06-25","Stockholm","SWE",NA,"SWE",70,175,2006,2,46,0,18,26,0,2
20142015,"Viktor Fasth","Fasth","Viktor","EDM","G","L","1982-08-08","Kalix","SWE",NA,"SWE",72,181,NA,NA,NA,0,6,15,0,3
20142015,"Marc-Andre Fleury","Fleury","Marc-Andre","PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,0,34,20,0,9
20142015,"Anton Forsberg","Forsberg","Anton","CBJ","G","L","1992-11-27","H√rn√sand","SWE",NA,"SWE",75,192,2011,7,188,0,0,4,0,0
20142015,"John Gibson","Gibson","John","ANA","G","L","1993-07-14","Pittsburgh","USA","PA","USA",75,226,2011,2,39,0,13,8,0,0
20142015,"Thomas Greiss","Greiss","Thomas","PIT","G","L","1986-01-29","Fussen","DEU",NA,"DEU",73,228,2004,3,94,0,9,6,0,3
20142015,"Troy Grosenick","Grosenick","Troy","SJS","G","L","1989-08-27","Brookfield","USA","WI","USA",73,185,NA,NA,NA,0,1,1,0,0
20142015,"Philipp Grubauer","Grubauer","Philipp","WSH","G","L","1991-11-25","Rosenheim","DEU",NA,"DEU",73,182,2010,4,112,0,1,0,0,0
20142015,"Jonas Gustavsson","Gustavsson","Jonas","DET","G","L","1984-10-24","Danderyd","SWE",NA,"SWE",76,201,NA,NA,NA,0,3,3,0,1
20142015,"Matt Hackett","Hackett","Matt","BUF","G","L","1990-03-07","London","CAN","ON","CAN",74,179,2009,3,77,0,0,4,0,1
