"Season","Away","AwayScore","at","Home","HomeScore","OT","Notes","Date","GameType"
"20172018","Simon Fraser","0","@","Alaska","6","","","9/29/2017","EX"
"20172018","(16) Union","1","@","(2) Boston University","4","","","9/30/2017","NC"
"20172018","Niagara","1","@","Colgate","5","","","9/30/2017","NC"
"20172018","No. Alberta IT","1","@","Arizona State","4","","","9/30/2017","EX"
"20172018","New Brunswick","2","@","(13) Boston College","4","","","9/30/2017","EX"
"20172018","Lethbridge","1","@","Colorado College","4","","","9/30/2017","EX"
"20172018","Guelph","3","@","Clarkson","3","OT","","9/30/2017","EX"
"20172018","Carleton","4","@","Holy Cross","4","","","9/30/2017","EX"
"20172018","PEI","1","@","(20) Northeastern","9","","","9/30/2017","EX"
"20172018","Ryerson","7","@","(19) Ohio State","4","","","9/30/2017","EX"
"20172018","Ottawa","1","@","Robert Morris","5","","","9/30/2017","EX"
"20172018","St. Mary's (NS)","2","@","Rensselaer","1","","","9/30/2017","EX"
"20172018","Regina","0","@","(9) St. Cloud State","8","","","9/30/2017","EX"
"20172018","McGill","3","@","St. Lawrence","2","","","9/30/2017","EX"
"20172018","Simon Fraser","1","@","Alaska Anchorage","6","","","9/30/2017","EX"
"20172018","St. Francis Xavier","1","@","Connecticut","2","","","9/30/2017","EX"
"20172018","Western Ontario","1","@","Michigan","10","","","9/30/2017","EX"
"20172018","Queens","0","@","Massachusetts","1","","","9/30/2017","EX"
"20172018","Alberta","4","@","(6) Minnesota Duluth","3","","","9/30/2017","EX"
"20172018","Acadia","2","@","(5) UMass Lowell","4","","","9/30/2017","EX"
"20172018","Manitoba","2","@","(7) North Dakota","6","","","9/30/2017","EX"
"20172018","Wilfrid Laurier","2","@","(20) Western Michigan","8","","","9/30/2017","EX"
"20172018","Michigan Tech","2","@","(12) Wisconsin","3","","","10/1/2017","NC"
"20172018","Wilfrid Laurier","1","@","Bowling Green","3","","","10/1/2017","EX"
"20172018","PEI","5","@","(2) Boston University","5","OT","","10/1/2017","EX"
"20172018","Lethbridge","1","@","(1) Denver","3","","","10/1/2017","EX"
"20172018","Laurentian","2","@","Lake Superior","3","","","10/1/2017","EX"
"20172018","Acadia","1","@","Maine","3","","","10/1/2017","EX"
"20172018","Regina","0","@","(18) Minnesota State","8","","","10/1/2017","EX"
"20172018","US Under-18 Team","3","@","(8) Notre Dame","4","","","10/1/2017","EX"
"20172018","Ottawa","4","@","(10) Penn State","3","OT","","10/1/2017","EX"
"20172018","St. Mary's (NS)","2","@","(14) Quinnipiac","3","","","10/1/2017","EX"
"20172018","Carleton","5","@","Sacred Heart","2","","","10/1/2017","EX"
"20172018","Alberta","2","@","(3) Minnesota","6","","","10/1/2017","EX"
"20172018","St. Francis Xavier","3","@","New Hampshire","3","OT","","10/1/2017","EX"
"20172018","Waterloo","1","@","Vermont","6","","","10/1/2017","EX"
"20172018","Lethbridge","0","@","(17) Air Force","3","","","10/2/2017","EX"
"20172018","Army West Point","5","@","American International","1","","","10/6/2017","AH"
"20172018","Robert Morris","3","@","Niagara","4","OT","","10/6/2017","AH"
"20172018","(19) Ohio State","3","@","(12) Wisconsin","2","","","10/6/2017","B10"
"20172018","Connecticut","3","@","Maine","4","OT","","10/6/2017","HE"
"20172018","New Hampshire","4","@","(5) UMass Lowell","3","","","10/6/2017","HE"
"20172018","Massachusetts","3","@","Arizona State","5","","","10/6/2017","NC"
"20172018","(14) Quinnipiac","1","@","(13) Boston College","1","OT","","10/6/2017","NC"
"20172018","(10) Penn State","1","@","Clarkson","2","","","10/6/2017","NC"
"20172018","Merrimack","1","@","Colgate","2","","","10/6/2017","NC"
"20172018","Northern Michigan","3","@","Lake Superior","5","","","10/6/2017","NC"
"20172018","(11) Providence","3","@","Miami","1","","","10/6/2017","NC"
"20172018","Alabama Huntsville","3","@","(8) Notre Dame","5","","","10/6/2017","NC"
"20172018","Sacred Heart","3","@","(20) Northeastern","7","","","10/6/2017","NC"
"20172018","Michigan","3","@","St. Lawrence","1","","","10/6/2017","NC"
"20172018","(7) North Dakota","1","@","Alaska Anchorage","1","OT","","10/6/2017","NC"
"20172018","(17) Air Force","3","@","Alaska","2","","","10/6/2017","NC"
"20172018","Colorado College","0","@","Vermont","3","","","10/6/2017","NC"
"20172018","Ferris State","1","@","(20) Western Michigan","6","","","10/6/2017","NC"
"20172018","(16) Union","3","vs.","Michigan Tech","6","","IceBreaker","10/6/2017","NC"
"20172018","(3) Minnesota","3","@","(6) Minnesota Duluth","4","OT","IceBreaker","10/6/2017","NC"
"20172018","US Under-18 Team","1","@","Bowling Green","4","","","10/6/2017","EX"
"20172018","Ryerson","3","@","Canisius","2","","","10/6/2017","EX"
"20172018","Nipissing","2","@","Nebraska-Omaha","5","","","10/6/2017","EX"
"20172018","Army West Point","2","@","American International","1","","","10/7/2017","AH"
"20172018","(19) Ohio State","2","@","(12) Wisconsin","3","","","10/7/2017","B10"
"20172018","Connecticut","5","@","Maine","1","","","10/7/2017","HE"
"20172018","(5) UMass Lowell","1","@","New Hampshire","3","","","10/7/2017","HE"
"20172018","Massachusetts","4","@","Arizona State","2","","","10/7/2017","NC"
"20172018","Michigan","0","@","Clarkson","3","","","10/7/2017","NC"
"20172018","Merrimack","2","@","Colgate","2","OT","","10/7/2017","NC"
"20172018","(20) Western Michigan","2","@","Ferris State","3","","","10/7/2017","NC"
"20172018","(9) St. Cloud State","4","@","(18) Minnesota State","0","","","10/7/2017","NC"
"20172018","(11) Providence","3","@","Miami","2","","","10/7/2017","NC"
"20172018","Alabama Huntsville","0","@","(8) Notre Dame","4","","","10/7/2017","NC"
"20172018","Lake Superior","1","@","Northern Michigan","4","","","10/7/2017","NC"
"20172018","Sacred Heart","0","@","(20) Northeastern","7","","","10/7/2017","NC"
